
Mo,Zo,Age,Mass,logL,logTe
  1.50,0.001, 1.080088e+09,  1.5000, 1.084, 3.985
  1.50,0.001, 1.274453e+09,  1.5000, 1.124, 3.981
  1.50,0.001, 1.438680e+09,  1.5000, 1.158, 3.973
  1.50,0.001, 1.579028e+09,  1.5000, 1.186, 3.960
  1.50,0.001, 1.675380e+09,  1.5000, 1.209, 3.951
  1.50,0.001, 1.747779e+09,  1.5000, 1.228, 3.941
  1.50,0.001, 1.788186e+09,  1.5000, 1.241, 3.935
  1.50,0.001, 1.816272e+09,  1.5000, 1.254, 3.934
  1.50,0.001, 1.836788e+09,  1.5000, 1.283, 3.949
  1.50,0.001, 1.842735e+09,  1.5000, 1.324, 3.969
  1.50,0.001, 1.843040e+09,  1.5000, 1.338, 3.964
  1.50,0.001, 1.844775e+09,  1.5000, 1.366, 3.950
  1.50,0.001, 1.860802e+09,  1.5000, 1.393, 3.912
  1.50,0.001, 1.870668e+09,  1.5000, 1.400, 3.873
  1.50,0.001, 1.876050e+09,  1.5000, 1.393, 3.832
  1.50,0.001, 1.880132e+09,  1.5000, 1.373, 3.795
  1.50,0.001, 1.889801e+09,  1.5000, 1.251, 3.740
  1.50,0.001, 1.893756e+09,  1.5000, 1.285, 3.733
  1.50,0.001, 1.899488e+09,  1.5000, 1.351, 3.723
  1.50,0.001, 1.903967e+09,  1.5000, 1.409, 3.718
  1.50,0.001, 1.909084e+09,  1.5000, 1.473, 3.714
  1.50,0.001, 1.913462e+09,  1.5000, 1.526, 3.713
  1.50,0.001, 1.918215e+09,  1.5000, 1.584, 3.710
  1.50,0.001, 1.923468e+09,  1.5000, 1.644, 3.707
  1.50,0.001, 1.928534e+09,  1.5000, 1.706, 3.705
  1.50,0.001, 1.933859e+09,  1.5000, 1.768, 3.702
  1.50,0.001, 1.939542e+09,  1.4999, 1.826, 3.699
  1.50,0.001, 1.944318e+09,  1.4998, 1.888, 3.696
  1.50,0.001, 1.948916e+09,  1.4997, 1.947, 3.691
  1.50,0.001, 1.952828e+09,  1.4995, 2.006, 3.687
  1.50,0.001, 1.956623e+09,  1.4993, 2.069, 3.683
  1.50,0.001, 1.959424e+09,  1.4991, 2.128, 3.680
  1.50,0.001, 1.961868e+09,  1.4989, 2.186, 3.677
  1.50,0.001, 1.964296e+09,  1.4987, 2.246, 3.674
  1.50,0.001, 1.967010e+09,  1.4983, 2.307, 3.671
  1.50,0.001, 1.973222e+09,  1.4974, 2.368, 3.668
  1.50,0.001, 1.975010e+09,  1.4971, 2.427, 3.664
  1.50,0.001, 1.976669e+09,  1.4967, 2.488, 3.661
  1.50,0.001, 1.978147e+09,  1.4962, 2.549, 3.658
  1.50,0.001, 1.979541e+09,  1.4957, 2.608, 3.654
  1.50,0.001, 1.980731e+09,  1.4951, 2.668, 3.650
  1.50,0.001, 1.981830e+09,  1.4944, 2.729, 3.646
  1.50,0.001, 1.982878e+09,  1.4936, 2.789, 3.643
  1.50,0.001, 1.983811e+09,  1.4927, 2.849, 3.639
  1.50,0.001, 1.984614e+09,  1.4917, 2.910, 3.632
  1.50,0.001, 1.985396e+09,  1.4905, 2.970, 3.628
  1.50,0.001, 1.986116e+09,  1.4891, 3.030, 3.624
  1.50,0.001, 1.986736e+09,  1.4876, 3.090, 3.620
  1.25,0.001, 6.814770e+06,  1.2500, 0.576, 3.906
  1.25,0.001, 9.667594e+08,  1.2500, 0.658, 3.914
  1.25,0.001, 1.453320e+09,  1.2500, 0.708, 3.918
  1.25,0.001, 1.856562e+09,  1.2500, 0.755, 3.919
  1.25,0.001, 2.202842e+09,  1.2500, 0.798, 3.918
  1.25,0.001, 2.501016e+09,  1.2500, 0.837, 3.915
  1.25,0.001, 2.754364e+09,  1.2500, 0.871, 3.907
  1.25,0.001, 2.907812e+09,  1.2500, 0.892, 3.899
  1.25,0.001, 3.042998e+09,  1.2500, 0.911, 3.889
  1.25,0.001, 3.115514e+09,  1.2500, 0.925, 3.885
  1.25,0.001, 3.200938e+09,  1.2500, 0.979, 3.905
  1.25,0.001, 3.207730e+09,  1.2500, 1.033, 3.925
  1.25,0.001, 3.209573e+09,  1.2500, 1.041, 3.911
  1.25,0.001, 3.214346e+09,  1.2500, 1.056, 3.900
  1.25,0.001, 3.261216e+09,  1.2500, 1.086, 3.873
  1.25,0.001, 3.288078e+09,  1.2500, 1.099, 3.847
  1.25,0.001, 3.305947e+09,  1.2500, 1.103, 3.819
  1.25,0.001, 3.321184e+09,  1.2500, 1.095, 3.795
  1.25,0.001, 3.336751e+09,  1.2500, 1.057, 3.770
  1.25,0.001, 3.357320e+09,  1.2500, 1.000, 3.743
  1.25,0.001, 3.392744e+09,  1.2500, 1.074, 3.725
  1.25,0.001, 3.415562e+09,  1.2499, 1.145, 3.720
  1.25,0.001, 3.436240e+09,  1.2499, 1.219, 3.717
  1.25,0.001, 3.454198e+09,  1.2498, 1.291, 3.714
  1.25,0.001, 3.469977e+09,  1.2497, 1.363, 3.711
  1.25,0.001, 3.483376e+09,  1.2496, 1.434, 3.708
  1.25,0.001, 3.495697e+09,  1.2496, 1.508, 3.704
  1.25,0.001, 3.506070e+09,  1.2495, 1.581, 3.702
  1.25,0.001, 3.517243e+09,  1.2493, 1.653, 3.697
  1.25,0.001, 3.524876e+09,  1.2492, 1.724, 3.693
  1.25,0.001, 3.531855e+09,  1.2490, 1.800, 3.689
  1.25,0.001, 3.538298e+09,  1.2489, 1.879, 3.683
  1.25,0.001, 3.543398e+09,  1.2487, 1.952, 3.680
  1.25,0.001, 3.547994e+09,  1.2484, 2.027, 3.677
  1.25,0.001, 3.552297e+09,  1.2481, 2.098, 3.673
  1.25,0.001, 3.562569e+09,  1.2472, 2.172, 3.669
  1.25,0.001, 3.565775e+09,  1.2469, 2.247, 3.665
  1.25,0.001, 3.568610e+09,  1.2464, 2.322, 3.661
  1.25,0.001, 3.570964e+09,  1.2460, 2.397, 3.656
  1.25,0.001, 3.573147e+09,  1.2454, 2.471, 3.652
  1.25,0.001, 3.575178e+09,  1.2447, 2.547, 3.647
  1.25,0.001, 3.576852e+09,  1.2439, 2.622, 3.643
  1.25,0.001, 3.578396e+09,  1.2430, 2.696, 3.638
  1.25,0.001, 3.579706e+09,  1.2419, 2.771, 3.630
  1.25,0.001, 3.580880e+09,  1.2406, 2.845, 3.626
  1.25,0.001, 3.581933e+09,  1.2391, 2.920, 3.621
  1.25,0.001, 3.582864e+09,  1.2373, 2.995, 3.618
  1.25,0.001, 3.583683e+09,  1.2353, 3.070, 3.612
  1.25,0.001, 3.584440e+09,  1.2328, 3.145, 3.605
  1.25,0.001, 3.585123e+09,  1.2297, 3.220, 3.601
  1.25,0.001, 3.585748e+09,  1.2260, 3.297, 3.598
  1.25,0.001, 6.133884e+06,  1.2500, 0.583, 3.908
  1.25,0.001, 6.275227e+08,  1.2500, 0.637, 3.913
  1.25,0.001, 9.350774e+08,  1.2500, 0.668, 3.917
  1.25,0.001, 1.192838e+09,  1.2500, 0.696, 3.919
  1.25,0.001, 1.426601e+09,  1.2500, 0.724, 3.921
  1.25,0.001, 1.624117e+09,  1.2500, 0.749, 3.923
  1.25,0.001, 1.797237e+09,  1.2500, 0.773, 3.924
  1.25,0.001, 1.912688e+09,  1.2500, 0.789, 3.924
  1.25,0.001, 2.021264e+09,  1.2500, 0.805, 3.924
  1.25,0.001, 2.084308e+09,  1.2500, 0.817, 3.925
  1.25,0.001, 2.135969e+09,  1.2500, 0.829, 3.926
  1.25,0.001, 2.462420e+09,  1.2500, 0.900, 3.927
  1.25,0.001, 2.668766e+09,  1.2500, 0.957, 3.924
  1.25,0.001, 2.860451e+09,  1.2500, 1.026, 3.913
  1.25,0.001, 2.955164e+09,  1.2500, 1.070, 3.895
  1.25,0.001, 3.018370e+09,  1.2500, 1.106, 3.863
  1.25,0.001, 3.046568e+09,  1.2500, 1.118, 3.829
  1.25,0.001, 3.063346e+09,  1.2500, 1.116, 3.802
  1.25,0.001, 3.082506e+09,  1.2500, 1.082, 3.771
  1.25,0.001, 3.103024e+09,  1.2500, 1.025, 3.743
  1.25,0.001, 3.127926e+09,  1.2500, 1.081, 3.726
  1.25,0.001, 3.145440e+09,  1.2499, 1.144, 3.722
  1.25,0.001, 3.160001e+09,  1.2499, 1.203, 3.718
  1.25,0.001, 3.172627e+09,  1.2499, 1.260, 3.716
  1.25,0.001, 3.184225e+09,  1.2498, 1.316, 3.715
  1.25,0.001, 3.195260e+09,  1.2498, 1.374, 3.712
  1.25,0.001, 3.205880e+09,  1.2497, 1.436, 3.708
  1.25,0.001, 3.214661e+09,  1.2496, 1.492, 3.706
  1.25,0.001, 3.222747e+09,  1.2496, 1.550, 3.704
  1.25,0.001, 3.230317e+09,  1.2495, 1.609, 3.701
  1.25,0.001, 3.237174e+09,  1.2494, 1.669, 3.699
  1.25,0.001, 3.243069e+09,  1.2493, 1.726, 3.696
  1.25,0.001, 3.248421e+09,  1.2492, 1.783, 3.692
  1.25,0.001, 3.253458e+09,  1.2490, 1.842, 3.688
  1.25,0.001, 3.257964e+09,  1.2489, 1.901, 3.684
  1.25,0.001, 3.262014e+09,  1.2487, 1.961, 3.681
  1.25,0.001, 3.265668e+09,  1.2485, 2.019, 3.678
  1.25,0.001, 3.269089e+09,  1.2483, 2.076, 3.675
  1.25,0.001, 3.272335e+09,  1.2481, 2.135, 3.672
  1.25,0.001, 3.284062e+09,  1.2472, 2.195, 3.670
  1.25,0.001, 3.286367e+09,  1.2469, 2.253, 3.666
  1.25,0.001, 3.288708e+09,  1.2465, 2.315, 3.663
  1.25,0.001, 3.290754e+09,  1.2462, 2.374, 3.659
  1.25,0.001, 3.292578e+09,  1.2457, 2.433, 3.655
  1.25,0.001, 3.294124e+09,  1.2453, 2.492, 3.652
  1.25,0.001, 3.295690e+09,  1.2447, 2.552, 3.649
  1.25,0.001, 3.297100e+09,  1.2441, 2.612, 3.645
  1.25,0.001, 3.298300e+09,  1.2434, 2.672, 3.642
  1.25,0.001, 3.299447e+09,  1.2426, 2.731, 3.638
  1.25,0.001, 3.300440e+09,  1.2417, 2.791, 3.632
  1.25,0.001, 3.301404e+09,  1.2406, 2.851, 3.628
  1.00,0.001, 9.264794e+07,  1.0000, 0.150, 3.827
  1.00,0.001, 1.222484e+09,  1.0000, 0.195, 3.831
  1.00,0.001, 1.770657e+09,  1.0000, 0.222, 3.833
  1.00,0.001, 2.299724e+09,  1.0000, 0.251, 3.835
  1.00,0.001, 2.815565e+09,  1.0000, 0.282, 3.837
  1.00,0.001, 3.331406e+09,  1.0000, 0.316, 3.839
  1.00,0.001, 3.873700e+09,  1.0000, 0.356, 3.842
  1.00,0.001, 4.307138e+09,  1.0000, 0.393, 3.844
  1.00,0.001, 4.771262e+09,  1.0000, 0.436, 3.846
  1.00,0.001, 5.059340e+09,  1.0000, 0.465, 3.847
  1.00,0.001, 5.289014e+09,  1.0000, 0.490, 3.848
  1.00,0.001, 5.820907e+09,  1.0000, 0.560, 3.848
  1.00,0.001, 6.263588e+09,  1.0000, 0.638, 3.843
  1.00,0.001, 6.601666e+09,  1.0000, 0.719, 3.829
  1.00,0.001, 6.720590e+09,  1.0000, 0.756, 3.814
  1.00,0.001, 6.784068e+09,  1.0000, 0.775, 3.802
  1.00,0.001, 6.835866e+09,  1.0000, 0.784, 3.786
  1.00,0.001, 6.860749e+09,  1.0000, 0.779, 3.775
  1.00,0.001, 6.889863e+09,  1.0000, 0.762, 3.760
  1.00,0.001, 6.917732e+09,  1.0000, 0.750, 3.746
  1.00,0.001, 6.985415e+09,  1.0000, 0.834, 3.724
  1.00,0.001, 7.023796e+09,  0.9999, 0.914, 3.719
  1.00,0.001, 7.056475e+09,  0.9999, 0.993, 3.716
  1.00,0.001, 7.087150e+09,  0.9998, 1.077, 3.712
  1.00,0.001, 7.112716e+09,  0.9997, 1.157, 3.708
  1.00,0.001, 7.135602e+09,  0.9997, 1.242, 3.704
  1.00,0.001, 7.154375e+09,  0.9996, 1.322, 3.702
  1.00,0.001, 7.170460e+09,  0.9995, 1.402, 3.699
  1.00,0.001, 7.184744e+09,  0.9993, 1.483, 3.696
  1.00,0.001, 7.197305e+09,  0.9992, 1.566, 3.692
  1.00,0.001, 7.208005e+09,  0.9990, 1.648, 3.687
  1.00,0.001, 7.217217e+09,  0.9988, 1.729, 3.680
  1.00,0.001, 7.225291e+09,  0.9986, 1.811, 3.676
  1.00,0.001, 7.232217e+09,  0.9983, 1.892, 3.673
  1.00,0.001, 7.241968e+09,  0.9980, 1.974, 3.668
  1.00,0.001, 7.255788e+09,  0.9970, 2.059, 3.665
  1.00,0.001, 7.259887e+09,  0.9966, 2.141, 3.660
  1.00,0.001, 7.263790e+09,  0.9961, 2.227, 3.654
  1.00,0.001, 7.266971e+09,  0.9955, 2.308, 3.651
  1.00,0.001, 7.269840e+09,  0.9947, 2.392, 3.645
  1.00,0.001, 7.272393e+09,  0.9939, 2.475, 3.641
  1.00,0.001, 7.274510e+09,  0.9929, 2.559, 3.634
  1.00,0.001, 7.276430e+09,  0.9916, 2.643, 3.627
  1.00,0.001, 7.277998e+09,  0.9902, 2.726, 3.622
  1.00,0.001, 7.279421e+09,  0.9884, 2.811, 3.618
  1.00,0.001, 7.280689e+09,  0.9863, 2.894, 3.612
  1.00,0.001, 7.281746e+09,  0.9838, 2.978, 3.604
  1.00,0.001, 7.282707e+09,  0.9807, 3.063, 3.600
  1.00,0.001, 7.283543e+09,  0.9771, 3.145, 3.595
  1.00,0.001, 7.284334e+09,  0.9723, 3.229, 3.588
  1.00,0.001, 7.285024e+09,  0.9665, 3.313, 3.584
  0.90,0.001, 5.240537e+07,  0.9000,-0.067, 3.800
  0.90,0.001, 1.630761e+09,  0.9000,-0.026, 3.803
  0.90,0.001, 2.480371e+09,  0.9000, 0.002, 3.805
  0.90,0.001, 3.310223e+09,  0.9000, 0.034, 3.808
  0.90,0.001, 4.140075e+09,  0.9000, 0.069, 3.811
  0.90,0.001, 4.950169e+09,  0.9000, 0.107, 3.813
  0.90,0.001, 5.780021e+09,  0.9000, 0.152, 3.815
  0.90,0.001, 6.465834e+09,  0.9000, 0.194, 3.817
  0.90,0.001, 7.274390e+09,  0.9000, 0.252, 3.820
  0.90,0.001, 7.824027e+09,  0.9000, 0.297, 3.822
  0.90,0.001, 8.580563e+09,  0.9000, 0.367, 3.823
  0.90,0.001, 9.049360e+09,  0.9000, 0.424, 3.822
  0.90,0.001, 9.452348e+09,  0.9000, 0.484, 3.818
  0.90,0.001, 9.553999e+09,  0.9000, 0.502, 3.817
  0.90,0.001, 9.706272e+09,  0.9000, 0.530, 3.814
  0.90,0.001, 9.920173e+09,  0.9000, 0.578, 3.804
  0.90,0.001, 9.990634e+09,  0.9000, 0.595, 3.798
  0.90,0.001, 1.007116e+10,  0.9000, 0.615, 3.790
  0.90,0.001, 1.013961e+10,  0.9000, 0.627, 3.778
  0.90,0.001, 1.019316e+10,  0.9000, 0.626, 3.764
  0.90,0.001, 1.023065e+10,  0.9000, 0.618, 3.752
  0.90,0.001, 1.029694e+10,  0.9000, 0.644, 3.736
  0.90,0.001, 1.036638e+10,  0.8999, 0.735, 3.720
  0.90,0.001, 1.042447e+10,  0.8999, 0.834, 3.717
  0.90,0.001, 1.048508e+10,  0.8998, 0.952, 3.711
  0.90,0.001, 1.052826e+10,  0.8997, 1.059, 3.707
  0.90,0.001, 1.056126e+10,  0.8996, 1.164, 3.702
  0.90,0.001, 1.058213e+10,  0.8995, 1.243, 3.700
  0.90,0.001, 1.060768e+10,  0.8994, 1.358, 3.697
  0.90,0.001, 1.062568e+10,  0.8992, 1.451, 3.691
  0.90,0.001, 1.063641e+10,  0.8991, 1.518, 3.688
  0.90,0.001, 1.065133e+10,  0.8988, 1.620, 3.682
  0.90,0.001, 1.066136e+10,  0.8986, 1.708, 3.677
  0.90,0.001, 1.066816e+10,  0.8984, 1.771, 3.674
  0.90,0.001, 1.067782e+10,  0.8980, 1.872, 3.668
  0.90,0.001, 1.069473e+10,  0.8971, 1.972, 3.663
  0.90,0.001, 1.070040e+10,  0.8966, 2.068, 3.658
  0.90,0.001, 1.070484e+10,  0.8961, 2.147, 3.654
  0.90,0.001, 1.070872e+10,  0.8954, 2.238, 3.649
  0.90,0.001, 1.071199e+10,  0.8947, 2.319, 3.645
  0.90,0.001, 1.071488e+10,  0.8938, 2.405, 3.639
  0.90,0.001, 1.071756e+10,  0.8927, 2.495, 3.632
  0.90,0.001, 1.071972e+10,  0.8914, 2.585, 3.625
  0.90,0.001, 1.072153e+10,  0.8900, 2.665, 3.621
  0.90,0.001, 1.072318e+10,  0.8881, 2.756, 3.615
  0.90,0.001, 1.072456e+10,  0.8859, 2.840, 3.606
  0.90,0.001, 1.072580e+10,  0.8832, 2.924, 3.603
  0.90,0.001, 1.072684e+10,  0.8801, 3.011, 3.598
  0.90,0.001, 1.072779e+10,  0.8761, 3.097, 3.591
  0.90,0.001, 1.072864e+10,  0.8711, 3.188, 3.586
  0.90,0.001, 1.072937e+10,  0.8652, 3.273, 3.581
  0.80,0.001, 1.140757e+08,  0.8000,-0.309, 3.768
  0.80,0.001, 2.358176e+09,  0.8000,-0.276, 3.771
  0.80,0.001, 3.720962e+09,  0.8000,-0.246, 3.774
  0.80,0.001, 5.083748e+09,  0.8000,-0.212, 3.778
  0.80,0.001, 6.446534e+09,  0.8000,-0.173, 3.782
  0.80,0.001, 7.775250e+09,  0.8000,-0.130, 3.785
  0.80,0.001, 9.138036e+09,  0.8000,-0.079, 3.790
  0.80,0.001, 1.019420e+10,  0.8000,-0.035, 3.793
  0.80,0.001, 1.150417e+10,  0.8000, 0.030, 3.796
  0.80,0.001, 1.257065e+10,  0.8000, 0.094, 3.799
  0.80,0.001, 1.336960e+10,  0.8000, 0.149, 3.801
  0.80,0.001, 1.427794e+10,  0.8000, 0.225, 3.802
  0.80,0.001, 1.502953e+10,  0.8000, 0.311, 3.799
  0.80,0.001, 1.524235e+10,  0.8000, 0.340, 3.796

